condition,family,seed,method,actual_estimator,status,age,truth,fitted_rate_sd,rate_variance_estimated,interval_status,interval_available,lower,upper,width,covered
t4-s2000-sd03,58,91300058,laplace,joint-map,completed,16.84454646018007,20.0,0.1739258504588882,True,conditional-laplace,True,14.536722022994786,19.152370897365355,4.615648874370569,False
t4-s2000-sd03,58,91300058,studentized,joint-map,completed,16.84454646018007,20.0,0.1739258504588882,True,conditional-studentized-curvature,True,13.588198407657746,22.62434432590937,9.036145918251623,True
t4-s2000-sd03,59,91300059,laplace,joint-map,completed,16.878210166389763,20.0,0.3270115747217028,True,conditional-laplace,True,12.889667023343067,20.866753309436454,7.977086286093389,True
t4-s2000-sd03,59,91300059,studentized,joint-map,completed,16.878210166389763,20.0,0.3270115747217028,True,conditional-studentized-curvature,True,12.237784875836883,29.05234367158896,16.814558795752074,True
t4-s2000-sd03,60,91300060,laplace,joint-map,completed,18.57919164140126,20.0,0.411661613889878,True,conditional-laplace,True,12.41086631399302,24.7475169688095,12.33665065481648,True
t4-s2000-sd03,60,91300060,studentized,joint-map,completed,18.57919164140126,20.0,0.411661613889878,True,conditional-studentized-curvature,True,12.087501994215264,38.67408989476253,26.58658790054726,True
t4-s2000-sd03,61,91300061,laplace,joint-map,completed,19.22292251638036,20.0,0.3413193683848587,True,conditional-laplace,True,13.698631063128758,24.747213969631964,11.048582906503206,True
t4-s2000-sd03,61,91300061,studentized,joint-map,completed,19.22292251638036,20.0,0.3413193683848587,True,conditional-studentized-curvature,True,12.847403076788108,35.66915135035866,22.821748273570552,True
t4-s2000-sd03,62,91300062,laplace,marginal,completed,15.07371049759463,20.0,0.1074037380465903,True,conditional-laplace,True,13.759948077504882,16.387472917684377,2.627524840179495,False
t4-s2000-sd03,62,91300062,studentized,marginal,completed,15.07371049759463,20.0,0.1074037380465903,True,conditional-studentized-curvature,True,12.92655911113474,18.639868179578613,5.713309068443873,False
t4-s2000-sd03,63,91300063,laplace,marginal,completed,15.787192585582265,20.0,0.1756611341086056,True,conditional-laplace,True,13.766005242586006,17.80837992857852,4.042374685992515,False
t4-s2000-sd03,63,91300063,studentized,marginal,completed,15.787192585582265,20.0,0.1756611341086056,True,conditional-studentized-curvature,True,12.742162666774393,21.75793638116001,9.015773714385622,True
t4-s2000-sd03,64,91300064,laplace,joint-map,completed,22.53437399804428,20.0,0.4242849809094373,True,conditional-laplace,True,13.306929448169246,31.761818547919308,18.454889099750066,True
t4-s2000-sd03,64,91300064,studentized,joint-map,completed,22.53437399804428,20.0,0.4242849809094373,True,conditional-studentized-curvature,True,12.837215658583329,50.1195645953738,37.28234893679047,True
t4-s2000-sd03,65,91300065,laplace,joint-map,completed,22.574724795747724,20.0,0.1178909314378899,True,conditional-laplace,True,19.425068521025967,25.72438107046948,6.29931254944351,True
t4-s2000-sd03,65,91300065,studentized,joint-map,completed,22.574724795747724,20.0,0.1178909314378899,True,conditional-studentized-curvature,True,17.7397648141347,29.706475749179248,11.96671093504455,True
t4-s2000-sd03,66,91300066,laplace,marginal,completed,19.209224034689576,20.0,0.2165673322753758,True,conditional-laplace,True,15.523824612963356,22.8946234564158,7.3707988434524445,True
t4-s2000-sd03,66,91300066,studentized,marginal,completed,19.209224034689576,20.0,0.2165673322753758,True,conditional-studentized-curvature,True,13.856856529666786,30.243818992228952,16.386962462562167,True
t4-s2000-sd03,67,91300067,laplace,joint-map,completed,17.236184619731024,20.0,0.5386828904152661,True,conditional-laplace,True,10.503424972520286,23.96894426694176,13.465519294421476,True
t4-s2000-sd03,67,91300067,studentized,joint-map,completed,17.236184619731024,20.0,0.5386828904152661,True,conditional-studentized-curvature,True,11.16518461262806,43.139088159286274,31.973903546658214,True
t4-s2000-sd03,68,91300068,laplace,joint-map,completed,17.783701306938315,20.0,0.2947806309942339,True,conditional-laplace,True,13.705414413791209,21.861988200085424,8.156573786294217,True
t4-s2000-sd03,68,91300068,studentized,joint-map,completed,17.783701306938315,20.0,0.2947806309942339,True,conditional-studentized-curvature,True,12.816027823748392,29.549662688790622,16.733634865042234,True
t4-s2000-sd03,69,91300069,laplace,joint-map,completed,18.14684704998551,20.0,0.2996553028132213,True,conditional-laplace,True,13.796148968114284,22.49754513185674,8.701396163742455,True
t4-s2000-sd03,69,91300069,studentized,joint-map,completed,18.14684704998551,20.0,0.2996553028132213,True,conditional-studentized-curvature,True,12.88354974677886,30.73098857353221,17.847438826753347,True
t4-s2000-sd03,70,91300070,laplace,joint-map,completed,20.378101068054907,20.0,0.2145253194577354,True,conditional-laplace,True,16.309367830569347,24.446834305540467,8.13746647497112,True
t4-s2000-sd03,70,91300070,studentized,joint-map,completed,20.378101068054907,20.0,0.2145253194577354,True,conditional-studentized-curvature,True,14.836130482248684,30.725371023419576,15.889240541170892,True
t4-s2000-sd03,71,91300071,laplace,joint-map,completed,18.908343327653046,20.0,0.2079865530320978,True,conditional-laplace,True,15.470624294556917,22.346062360749176,6.87543806619226,True
t4-s2000-sd03,71,91300071,studentized,joint-map,completed,18.908343327653046,20.0,0.2079865530320978,True,conditional-studentized-curvature,True,14.221395036015371,27.72389835306797,13.502503317052591,True
t4-s2000-sd03,72,91300072,laplace,joint-map,completed,21.16110550710121,20.0,0.1446062415575927,True,conditional-laplace,True,18.005641752088636,24.316569262113795,6.310927510025159,True
t4-s2000-sd03,72,91300072,studentized,joint-map,completed,21.16110550710121,20.0,0.1446062415575927,True,conditional-studentized-curvature,True,16.457640461843713,28.5304951628062,12.072854700962488,True
t4-s2000-sd03,73,91300073,laplace,joint-map,completed,19.84332930717247,20.0,0.1817770519437828,True,conditional-laplace,True,16.45228778847031,23.234370825874635,6.782083037404323,True
t4-s2000-sd03,73,91300073,studentized,joint-map,completed,19.84332930717247,20.0,0.1817770519437828,True,conditional-studentized-curvature,True,15.051213771107426,28.207328635558664,13.156114864451238,True
t4-s2000-sd03,74,91300074,laplace,joint-map,completed,16.807548169751367,20.0,0.1630430831195876,True,conditional-laplace,True,14.601582645839448,19.013513693663285,4.4119310478238365,False
t4-s2000-sd03,74,91300074,studentized,joint-map,completed,16.807548169751367,20.0,0.1630430831195876,True,conditional-studentized-curvature,True,13.661501216674834,22.272513843735133,8.6110126270603,True
t4-s2000-sd03,75,91300075,laplace,joint-map,completed,18.996802471778,20.0,0.3831320588297066,True,conditional-laplace,True,12.981141479465474,25.012463464090523,12.031321984625048,True
